"game_id","round","player","player_team","list","faction","opponent","TP","CP","VP","victory_condition","scenario","year"
"164","2","Enrique Lopez","Team Spain South","Morvahna2","Circle Orboros","Harry Cullen","1","0","47","Caster Kill","Recon","2015"
"164","2","Harry Cullen","Team Northern Ireland 2","Haley2","Cygnar","Enrique Lopez","0","0","0","Caster Kill","Recon","2015"
"164","2","Nima Yaghmai","Team Norway Blue","Issyria","Retribution of Scyrah","Tudor Stanescu ","0","0","29","Scenario","Supply and Demand","2014"
"164","2","Péter Molnár","Team Hungary","Morghoul2","Skorne","Richard McHale","1","0","25","Caster Kill","Incursion","2013"
"164","2","Richard McHale","Team Scotland","Rahn","Retribution of Scyrah","Péter Molnár","0","0","18","Caster Kill","Incursion","2013"
"164","2","Tudor Stanescu ","Team Switzerland White","Butcher2","Khador","Nima Yaghmai","1","5","21","Scenario","Supply and Demand","2014"
"165","2","Chris Gill","Team Northern Ireland 2","Lylyth2","Legion of Everblight","Raul Segado","0","0","6","Scenario","Recon","2015"
"165","2","Loránd Sövényházi","Team Hungary","Grim2","Trollblood","Michael Dick","0","0","38","Scenario","Incursion","2013"
"165","2","Michael Dick","Team Scotland","Cassius","Circle Orboros","Loránd Sövényházi","1","5","35","Scenario","Incursion","2013"
"165","2","Raul Segado","Team Spain South","Skarre","Cryx","Chris Gill","1","5","25","Scenario","Recon","2015"
"165","2","Thomas Fuchs ","Team Switzerland White","Morvahna2","Circle Orboros","Thomas Kastmann","0","0","2","Caster Kill","Supply and Demand","2014"
"165","2","Thomas Kastmann","Team Norway Blue","Caine2","Cygnar","Thomas Fuchs ","1","0","46","Caster Kill","Supply and Demand","2014"
"166","2","Alexandra Martinez","Team Spain North","Saeryn","Legion of Everblight","Andrzej Kasiewicz","0","3","28","Caster Kill","Recon","2015"
"166","2","Andrzej Kasiewicz","Team Poland Grunts","Skarre","Cryx","Alexandra Martinez","1","0","53","Caster Kill","Recon","2015"
"166","2","Håvard Kongsrud","Team Norway Blue","Rask","Minions","Pavel Bednar","0","0","19","Caster Kill","Incursion","2013"
"166","2","Marc Simoni","Team France 1","Saeryn","Legion of Everblight","Vojtech Medonos","0","1","42","Caster Kill","Supply and Demand","2014"
"166","2","Pavel Bednar","Team Slovakia","Naaresh","Skorne","Håvard Kongsrud","1","0","51","Caster Kill","Incursion","2013"
"166","2","Vojtech Medonos","Team Czech Republic","Grissel2","Trollblood","Marc Simoni","1","0","60","Caster Kill","Supply and Demand","2014"
"167","2","Javier Pozo","Team Spain North","Severius2","Protectorate of Menoth","Krzysztof Hawryszczuk","0","0","13","Scenario","Recon","2015"
"167","2","Josef Skládanka","Team Czech Republic","Siege","Cygnar","Quentin Recour","0","4","12","Caster Kill","Supply and Demand","2014"
"167","2","Krzysztof Hawryszczuk","Team Poland Grunts","Severius","Protectorate of Menoth","Javier Pozo","1","5","56","Scenario","Recon","2015"
"167","2","Leif Bøhli","Team Norway Blue","Stryker2","Cygnar","Martin Hornacek","0","0","8","Caster Kill","Incursion","2013"
"167","2","Martin Hornacek","Team Slovakia","Mordikaar","Skorne","Leif Bøhli","1","0","35","Caster Kill","Incursion","2013"
"167","2","Quentin Recour","Team France 1","Doomshaper","Trollblood","Josef Skládanka","1","1","25","Caster Kill","Supply and Demand","2014"
"168","2","Baptiste Schmittlin","Team France 1","Harbinger","Protectorate of Menoth","Petr Cermak","1","0","45","Deathclock","Supply and Demand","2014"
"168","2","Endre Fodstad","Team Norway Blue","Feora2","Protectorate of Menoth","Martin Polak","0","0","10","Scenario","Incursion","2013"
"168","2","Konrad Królicki","Team Poland Grunts","Coven","Cryx","Sergi del Molino","1","5","54","Scenario","Recon","2015"
"168","2","Martin Polak","Team Slovakia","Siege","Cygnar","Endre Fodstad","1","5","56","Scenario","Incursion","2013"
"168","2","Petr Cermak","Team Czech Republic","Vayl2","Legion of Everblight","Baptiste Schmittlin","0","0","11","Deathclock","Supply and Demand","2014"
"168","2","Sergi del Molino","Team Spain North","Thexus","Mercenaries","Konrad Królicki","0","0","10","Scenario","Recon","2015"
"169","2","Alexandre Maiffret","Team France 1","Deneghra","Cryx","Daniel Bogdanoski","1","0","55","Caster Kill","Supply and Demand","2014"
"169","2","Daniel Bogdanoski","Team Czech Republic","Irusk","Khador","Alexandre Maiffret","0","0","15","Caster Kill","Supply and Demand","2014"
"169","2","Jaromir Skirmuntt","Team Slovakia","Ravyn","Retribution of Scyrah","John Henneli","1","0","21","Deathclock","Incursion","2013"
"169","2","Joan Butier","Team Spain North","Zaal","Skorne","Tomasz Tutaj","0","0","10","Caster Kill","Recon","2015"
"169","2","John Henneli","Team Norway Blue","Haley2","Cygnar","Jaromir Skirmuntt","0","0","22","Deathclock","Incursion","2013"
"169","2","Tomasz Tutaj","Team Poland Grunts","High Reclaimer","Protectorate of Menoth","Joan Butier","1","0","32","Caster Kill","Recon","2015"
"170","2","Marc Heredia","Team Spain North","Kaya2","Circle Orboros","Michal Nakonieczny","0","2","0","Caster Kill","Recon","2015"
"170","2","Martin Scepan","Team Slovakia","Vayl2","Legion of Everblight","Nima Yaghmai","0","2","37","Scenario","Incursion","2013"
"170","2","Michal Nakonieczny","Team Poland Grunts","Vayl2","Legion of Everblight","Marc Heredia","1","0","42","Caster Kill","Recon","2015"
"170","2","Nima Yaghmai","Team Norway Blue","Kaelyssa","Retribution of Scyrah","Martin Scepan","1","5","65","Scenario","Incursion","2013"
"170","2","Valérian Tschanz","Team France 1","Xerxis","Skorne","Vladimir Kokolia","1","0","24","Deathclock","Supply and Demand","2014"
"170","2","Vladimir Kokolia","Team Czech Republic","Deneghra","Cryx","Valérian Tschanz","0","0","17","Deathclock","Supply and Demand","2014"
"171","3","Alasdair Johnstone","Team Scotland","Skarre","Cryx","Harm Kleijnen","1","4","57","Caster Kill","Fire Support","2013"
"171","2","Christian Metz","Team Germany Dichter & Denker","Haley2","Cygnar","Peter Cornelious Dyhre­Poulsen","1","5","34","Scenario","Recon","2015"
"171","2","Dirk Pintjens","Belgium Heron Team","Morvahna2","Circle Orboros","Pierre Arnaud de S?ze","0","0","29","Scenario","Supply and Demand","2014"
"171","3","Harm Kleijnen","Team Netherlands","Saeryn","Legion of Everblight","Alasdair Johnstone","0","0","28","Caster Kill","Fire Support","2013"
"171","2","Peter Cornelious Dyhre­Poulsen","Team Denmark White","Lucant","Convergence of Cyriss","Christian Metz","0","3","2","Scenario","Recon","2015"
"171","2","Pierre Arnaud de S?ze","Team France 2","Vlad","Khador","Dirk Pintjens","1","5","28","Scenario","Supply and Demand","2014"
"172","3","Aat Niehot","Team Netherlands","Borka","Trollblood","David Kane","1","5","48","Scenario","Fire Support","2013"
"172","2","Bastien Gradon","Team France 2","Morvahna2","Circle Orboros","Peter Gaublomme","0","0","14","Caster Kill","Supply and Demand","2014"
"172","2","Benjamin Fützi","Team Germany Dichter & Denker","Haley3","Cygnar","Stephan Germark","1","3","43","Caster Kill","Recon","2015"
"172","3","David Kane","Team Scotland","Butcher","Khador","Aat Niehot","0","1","23","Scenario","Fire Support","2013"
"172","2","Peter Gaublomme","Belgium Heron Team","Harbinger","Protectorate of Menoth","Bastien Gradon","1","1","33","Caster Kill","Supply and Demand","2014"
"172","2","Stephan Germark","Team Denmark White","Haley3","Cygnar","Benjamin Fützi","0","1","14","Caster Kill","Recon","2015"
"173","2","Benjamin Kierkegaard","Team Denmark White","Asphyxious2","Cryx","Moritz Riegler","1","0","12","Caster Kill","Recon","2015"
"173","2","Julien Dupoirieux","Team France 2","Krueger","Circle Orboros","Wout Maerschalck","0","0","42","Scenario","Supply and Demand","2014"
"173","2","Moritz Riegler","Team Germany Dichter & Denker","Deneghra","Cryx","Benjamin Kierkegaard","0","3","5","Caster Kill","Recon","2015"
"173","3","Richard McHale","Team Scotland","Ravyn","Retribution of Scyrah","Tom Starren","0","0","45","Scenario","Fire Support","2013"
"173","3","Tom Starren","Team Netherlands","Butcher2","Khador","Richard McHale","1","5","47","Scenario","Fire Support","2013"
"173","2","Wout Maerschalck","Belgium Heron Team","Butcher2","Khador","Julien Dupoirieux","1","5","44","Scenario","Supply and Demand","2014"
"174","3","Casper Jellema","Team Netherlands","Kromac","Circle Orboros","Ross Silvers","1","0","50","Caster Kill","Fire Support","2013"
"174","2","Damien Ribeiro","Team France 2","Syntherion","Convergence of Cyriss","Tommy Geuns","0","0","13","Scenario","Supply and Demand","2014"
"174","2","Robin Maukisch","Team Germany Dichter & Denker","Morvahna2","Circle Orboros","Søren Laust Jacobsen","1","0","22","Deathclock","Recon","2015"
"174","3","Ross Silvers","Team Scotland","Morvahna2","Circle Orboros","Casper Jellema","0","2","27","Caster Kill","Fire Support","2013"
"174","2","Søren Laust Jacobsen","Team Denmark White","Deneghra","Cryx","Robin Maukisch","0","0","5","Deathclock","Recon","2015"
"174","2","Tommy Geuns","Belgium Heron Team","Caine2","Cygnar","Damien Ribeiro","1","5","51","Scenario","Supply and Demand","2014"
"175","2","Aurélien Guiramand","Team France 2","Haley","Cygnar","Klaas Luyckx","1","5","49","Scenario","Supply and Demand","2014"
"175","2","Klaas Luyckx","Belgium Heron Team","Skarre","Cryx","Aurélien Guiramand","0","2","4","Scenario","Supply and Demand","2014"
"175","3","Michael Dick","Team Scotland","Krueger2","Circle Orboros","Robert Willemstein","1","0","39","Caster Kill","Fire Support","2013"
"175","2","Peter Rodler","Team Denmark White","Grim2","Trollblood","Sascha Maisel","0","1","27","Scenario","Recon","2015"
"175","3","Robert Willemstein","Team Netherlands","Harbinger","Protectorate of Menoth","Michael Dick","0","0","23","Caster Kill","Fire Support","2013"
"175","2","Sascha Maisel","Team Germany Dichter & Denker","Asphyxious2","Cryx","Peter Rodler","1","5","54","Scenario","Recon","2015"
"176","3","Gil Surepi","Team Denmark Red","Irusk","Khador","Teemu Aro","1","2","37","Caster Kill","Fire Support","2013"
"176","2","Gorbachyk Oleksii","Team Ukraine","Butcher","Khador","Terje","1","0","36","Caster Kill","Supply and Demand","2014"
"176","2","Joshua Bates","Team Australia Wombat","Haley2","Cygnar","Quentin Recours","1","2","37","Deathclock","Recon","2015"
"176","2","Quentin Recours","Team France Asterix","Madrak2","Trollblood","Joshua Bates","0","1","30","Deathclock","Recon","2015"
"176","3","Teemu Aro","Team Finland Blue","Rahn","Retribution of Scyrah","Gil Surepi","0","0","12","Caster Kill","Fire Support","2013"
"176","2","Terje","Team Norway Red","Irusk2","Khador","Gorbachyk Oleksii","0","0","4","Caster Kill","Supply and Demand","2014"
"177","3","Emil","Team Denmark Red","Morvahna2","Circle Orboros","Teppo Aro","0","0","11","Caster Kill","Fire Support","2013"
"177","2","Gard","Team Norway Red","Saeryn","Legion of Everblight","Kozhushko Olexii","1","0","56","Caster Kill","Supply and Demand","2014"
"177","2","James Moorhouse","Team Australia Wombat","Krueger2","Circle Orboros","Julien Rieant","1","0","19","Caster Kill","Recon","2015"
"177","2","Julien Rieant","Team France Asterix","Harbinger","Protectorate of Menoth","James Moorhouse","0","0","19","Caster Kill","Recon","2015"
"177","2","Kozhushko Olexii","Team Ukraine","Kromac","Circle Orboros","Gard","0","1","5","Caster Kill","Supply and Demand","2014"
"177","3","Teppo Aro","Team Finland Blue","Kreoss","Protectorate of Menoth","Emil","1","0","29","Caster Kill","Fire Support","2013"
"178","2","Aaron Thompson","Team Australia Wombat","Ravyn","Retribution of Scyrah","Pierre Arnauld De Seze","1","0","26","Caster Kill","Recon","2015"
"178","2","Kuba","Team Norway Red","Vindictus","Protectorate of Menoth","Shostak Dmytro","1","1","53","Deathclock","Supply and Demand","2014"
"178","2","Pierre Arnauld De Seze","Team France Asterix","Butcher3","Khador","Aaron Thompson","0","0","13","Caster Kill","Recon","2015"
"178","2","Shostak Dmytro","Team Ukraine","Haley2","Cygnar","Kuba","0","0","20","Deathclock","Supply and Demand","2014"
"178","3","Soren","Team Denmark Red","Haley","Cygnar","Tero Särkijärvi","0","0","16","Scenario","Fire Support","2013"
"178","3","Tero Särkijärvi","Team Finland Blue","Deneghra","Cryx","Soren","1","5","31","Scenario","Fire Support","2013"
"179","2","Aurélien Guiramand","Team France Asterix","Haley2","Cygnar","Ben Leeper","1","1","9","Caster Kill","Recon","2015"
"179","2","Ben Leeper","Team Australia Wombat","Lylyth2","Legion of Everblight","Aurélien Guiramand","0","0","30","Caster Kill","Recon","2015"
"179","3","Cornelius","Team Denmark Red","Nemo","Cygnar","Jaakko Uusitupa","0","1","23","Caster Kill","Fire Support","2013"
"179","3","Jaakko Uusitupa","Team Finland Blue","Haley2","Cygnar","Cornelius","1","1","47","Caster Kill","Fire Support","2013"
"179","2","Jonas","Team Norway Red","Krueger2","Circle Orboros","Maksimilijan Galos","1","0","13","Caster Kill","Supply and Demand","2014"
"179","2","Maksimilijan Galos","Team Ukraine","Kreoss","Protectorate of Menoth","Jonas","0","0","0","Caster Kill","Supply and Demand","2014"
"180","2","Christian","Team Norway Red","Asphyxious2","Cryx","Golitsyn Oleksandr","1","0","50","Caster Kill","Supply and Demand","2014"
"180","2","Golitsyn Oleksandr","Team Ukraine","Vlad2","Khador","Christian","0","0","17","Caster Kill","Supply and Demand","2014"
"180","2","Julien Dupoirieux","Team France Asterix","Krueger2","Circle Orboros","Trent Denison","0","0","27","Deathclock","Recon","2015"
"180","3","Peter B","Team Denmark Red","Asphyxious2","Cryx","Tatu Purhonen","0","4","25","Caster Kill","Fire Support","2013"
"180","3","Tatu Purhonen","Team Finland Blue","Krueger","Circle Orboros","Peter B","1","0","35","Caster Kill","Fire Support","2013"
"180","2","Trent Denison","Team Australia Wombat","Deneghra","Cryx","Julien Dupoirieux","1","1","49","Deathclock","Recon","2015"
"181","3","Baptiste Schmittlin","Team France Blue","Harbinger","Protectorate of Menoth","Nima Yaghmai","1","5","50","Scenario","Fire Support","2013"
"181","2","Edoardo Rinaldi","Team Italy Leonardo","Haley2","Cygnar","Zeren Fang","1","5","6","Scenario","Recon","2015"
"181","2","Miguel Correia","Team Portugal Kult","Deneghra2","Cryx","Niek van Slagmaat","0","0","24","Caster Kill","Supply and Demand","2014"
"181","2","Niek van Slagmaat","Team Netherlands Blue","Sorscha","Khador","Miguel Correia","1","0","19","Caster Kill","Supply and Demand","2014"
"181","3","Nima Yaghmai","Team Norway Blue","Kaelyssa","Retribution of Scyrah","Baptiste Schmittlin","0","0","18","Scenario","Fire Support","2013"
"181","2","Zeren Fang","Team China Expat","Stryker","Cygnar","Edoardo Rinaldi","0","1","2","Scenario","Recon","2015"
"182","2","Andrea Cesana","Team Italy Leonardo","Butcher2","Khador","Luke Pollard","1","1","59","Unspecified","Recon","2015"
"182","2","David Hendrikx","Team Netherlands Blue","Kreoss3","Protectorate of Menoth","Isidro","0","0","19","Deathclock","Supply and Demand","2014"
"182","3","Franck Primavera","Team France Blue","MacBain","Mercenaries","Leif Bøhli","1","0","13","Deathclock","Fire Support","2013"
"182","2","Isidro","Team Portugal Kult","Morvahna2","Circle Orboros","David Hendrikx","1","1","42","Deathclock","Supply and Demand","2014"
"182","3","Leif Bøhli","Team Norway Blue","Caine2","Cygnar","Franck Primavera","0","0","23","Deathclock","Fire Support","2013"
"182","2","Luke Pollard","Team China Expat","Krueger2","Circle Orboros","Andrea Cesana","0","0","21","Unspecified","Recon","2015"
"183","2","Anjo Brand","Team Netherlands Blue","Vyros2","Retribution of Scyrah","Luis Ventura","0","2","30","Caster Kill","Supply and Demand","2014"
"183","2","Jay Mcleod","Team China Expat","Kreoss2","Protectorate of Menoth","Pietro Fauché","0","0","20","Caster Kill","Recon","2015"
"183","3","John Henneli","Team Norway Blue","Sloan","Cygnar","Mathieu Buttin","0","0","2","Caster Kill","Fire Support","2013"
"183","2","Luis Ventura","Team Portugal Kult","Vayl2","Legion of Everblight","Anjo Brand","1","2","53","Caster Kill","Supply and Demand","2014"
"183","3","Mathieu Buttin","Team France Blue","Mortenebra","Cryx","John Henneli","1","0","25","Caster Kill","Fire Support","2013"
"183","2","Pietro Fauché","Team Italy Leonardo","Issyria","Retribution of Scyrah","Jay Mcleod","1","0","36","Caster Kill","Recon","2015"
"184","2","Alberto Santos","Team Portugal Kult","Sorscha","Khador","Freek Punt","1","5","56","Scenario","Supply and Demand","2014"
"184","2","Andrew Marzec","Team China Expat","Haley2","Cygnar","Damiano Pennini","1","5","56","Scenario","Recon","2015"
"184","2","Damiano Pennini","Team Italy Leonardo","Durgen","Mercenaries","Andrew Marzec","0","1","30","Scenario","Recon","2015"
"184","3","Endre Fodstad","Team Norway Blue","Feora2","Protectorate of Menoth","Marc Simoni","0","0","17","Caster Kill","Fire Support","2013"
"184","2","Freek Punt","Team Netherlands Blue","Asphyxious2","Cryx","Alberto Santos","0","0","19","Scenario","Supply and Demand","2014"
