"player","team","faction","is_theme","theme_name","leader","list"
"Jarkko Vähämaa","Finland Mannerheim","Cygnar","1"," Storm Division","Haley 3","Cygnar Army - 74 / 75 points\n[Theme] Storm Division\n\n(Haley 3) Major Prime Victoria Haley [+25]\n - Ironclad [12]\n - Thorn [13]\n - Squire [0(5)]\nJourneyman Warcaster [4]\n - Firefly [8]\nMajor Katherine Laddermore [8]\nStormblade Captain [0(5)]\nStorm Lances (max) [20]\nStorm Lances (max) [20]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [0(5)]\n - Stormblade Infantry Storm Gunner (2) [4]\n"
"Jarkko Vähämaa","Finland Mannerheim","Cygnar","1"," Storm Division","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Storm Division\n\n(Haley 2) Major Victoria Haley [+25]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [4]\nJourneyman Warcaster [4]\n - Firefly [8]\nStorm Lances (min) [12]\nStorm Lances (max) [20]\n"
"Pauli Lehtoranta","Finland Mannerheim","Minions","1"," The Blindwater Congregation","Calaban 1","Minion Army - 75 / 75 points\n[Theme] The Blindwater Congregation\n\n(Calaban 1) Calaban, the Grave Walker [+29]\n - Blind Walker [12]\n - Ironback Spitter [15]\n - Ironback Spitter [15]\nBog Trog Mist Speaker [0(4)]\nThrullg [0(6)]\nTotem Hunter [0(6)]\nGatorman Bokor & Bog Trog Swamp Shamblers [11]\nGatorman Posse (max) [17]\nGatorman Posse (max) [17]\nSacral Vault [17]\n"
"Pauli Lehtoranta","Finland Mannerheim","Minions","1"," The Blindwater Congregation","Rask 1","Minion Army - 75 / 75 points\n[Theme] The Blindwater Congregation\n\n(Rask 1) Rask [+27]\n - Blackhide Wrastler [16]\n - Ironback Spitter [15]\nBog Trog Mist Speaker [4]\nFeralgeist [2]\nFeralgeist [2]\nThrullg [0(6)]\nThrullg [0(6)]\nTotem Hunter [0(6)]\nGatorman Posse (min) [10]\nGatorman Posse (max) [17]\nGatorman Posse (max) [17]\nGatorman Posse (max) [17]\nSwamp Gobbers Bellows Crew [2]\n"
"Antti Jussila","Finland Kekkonen","Mercenaries","0",,"Magnus 2","Mercenary Army - 75 / 75 points\n\n(Magnus 2) Magnus the Warlord [+28]\n - Mariner [14]\n - Nomad [11]\n - Nomad [11]\n - Renegade [10]\n - Vanguard [11]\n - Vanguard [11]\n - Sylys Wyshnalyrr, The Seeker [4]\nGobber Tinker [2]\nGobber Tinker [2]\nGorman di Wulfe, Rogue Alchemist [4]\nOrin Midwinter, Rogue Inquisitor [5]\nKayazy Eliminators [5]\nKayazy Eliminators [5]\nLady Aiyana & Master Holt [8]\n"
"Antti Jussila","Finland Kekkonen","Mercenaries","1"," Operating Theater","Thexus 1","Mercenary Army - 75 / 75 points\n[Theme] Operating Theater\n\n(Thexus 1) Exulon Thexus [+29]\n - Wrecker [14]\n - Wrecker [14]\nCephalyx Agitator [3]\nAlexia Ciannor & the Risen [10]\n - Cephalyx Dominator [1]\nCephalyx Mind Bender & Drudges (min) [7]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Slaver & Drudges (min) [8]\nCephalyx Mind Slaver & Drudges (max) [12]\nCephalyx Mind Slaver & Drudges (max) [12]\nCephalyx Overlords [0(8)]\nCephalyx Overlords [0(8)]\n"
"Ville Jaatinen","Finland Kekkonen","Skorne","0",,"Hexeris 2","Skorne Army - 75 / 75 points\n\n(Hexeris 2) Lord Arbiter Hexeris [+27]\n - Archidon [10]\n - Basilisk Drake [8]\n - Chiron [19]\n - Cyclops Raider [9]\n - Cyclops Shaman [8]\n - Razor Worm [7]\n - Titan Cannoneer [17]\nExtoller Soulward [3]\nExtoller Soulward [3]\nPaingiver Bloodrunner Master Tormentor [4]\nPaingiver Bloodrunner Master Tormentor [4]\nPaingiver Beast Handlers (min) [5]\nPaingiver Beast Handlers (min) [5]\n"
"Ville Jaatinen","Finland Kekkonen","Skorne","0",,"Xerxis 1","Skorne Army - 75 / 75 points\n\n(Xerxis 1) Tyrant Xerxis [+28]\n - Archidon [10]\n - Tiberion [22]\nAncestral Guardian [5]\nHakaar the Destroyer [7]\nPaingiver Bloodrunner Master Tormentor [4]\nSwamp Gobber Chef [1]\nImmortals (max) [15]\n - Extoller Advocate [4]\nPaingiver Beast Handlers (min) [5]\nPraetorian Karax (max) [11]\nPraetorian Swordsmen (max) [13]\n - Praetorian Swordsman Officer & Standard [4]\nSwamp Gobbers Bellows Crew [2]\n"
"Teemu Salo","Finland Kekkonen","Convergence of Cyriss","1"," Destruction Initiative","Lucant 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Lucant 1) Father Lucant, Divinity Architect [+28]\n - Corollary [6]\n - Diffuser [6]\n - Galvanizer [5]\n - Galvanizer [5]\n - Galvanizer [5]\n - Prime Axiom [38]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nReflex Servitors [0(4)]\nReflex Servitors [0(4)]\nReflex Servitors [0(4)]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n"
"Teemu Salo","Finland Kekkonen","Convergence of Cyriss","1"," Destruction Initiative","Axis 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Axis 1) Axis, the Harmonic Enforcer [+30]\n - Corollary [6]\n - Diffuser [6]\n - Diffuser [6]\n - Inverter [15]\n - Inverter [15]\n - Inverter [15]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nReflex Servitors [0(4)]\nReflex Servitors [0(4)]\nReflex Servitors [0(4)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n"
"Juho Dahlman","Finland Kekkonen","Retribution of Scyrah","1"," Forges of War","Helynna 1","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Helynna 1) Magister Helynna [+30]\n - Chimera [8]\n - Hyperion [36]\n - Manticore [14]\n - Manticore [14]\n - Phoenix [18]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nHouse Shyeel Magister [0(4)]\nHouse Shyeel Battle Mages [10]\n - Soulless Escort (1) [1]\n"
"Juho Dahlman","Finland Kekkonen","Retribution of Scyrah","1"," Shadows of the Retribution","Ossyan 1","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n(Ossyan 1) Lord Arcanist Ossyan [+28]\n - Manticore [14]\n - Manticore [14]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nMage Hunter Assassin [0(4)]\nMage Hunter Assassin [0(4)]\nNarn, Mage Hunter of Ios [0(6)]\nMage Hunter Infiltrators (max) [13]\n - Eiryss, Mage Hunter Commander [6]\n - Soulless Escort (1) [1]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\nSpears of Scyrah [9]\n"
"Tuomas Toimela","Finland Kekkonen","Cryx","1"," The Ghost Fleet","Terminus 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Terminus 1) Lich Lord Terminus [+26]\n - Deathripper [6]\n - Inflictor [13]\n - Nightwretch [7]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (min) [11]\nRevenant Cannon Crew [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nWraith Engine [15]\n"
"Tuomas Toimela","Finland Kekkonen","Cryx","1"," Dark Host","Coven 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Coven 1) The Witch Coven of Garlghast [+26]\n - Deathripper [6]\n - Inflictor [13]\n - Nightwretch [7]\nBane Lord Tartarus [0(6)]\nBane Riders (max) [20]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Pierre-Arnauld de Sèze","France Asterix","Khador","1"," Legion of Steel","Strakhov 2","Khador Army - 75 / 75 points\n[Theme] Legion of Steel\n\n(Strakhov 2) Assault Kommander Strakhov [+22]\n - Juggernaut [12]\n - Kodiak [13]\nIron Fang Kovnik [0(4)]\nIron Fang Kovnik [0(4)]\nUhlan Kovnik Markov [7]\nBlack Dragons (max) [17]\n - Black Dragon Officer & Standard [0(4)]\nGreat Bears of the Gallowswood [9]\nIron Fang Pikemen (max) [15]\n - Iron Fang Pikemen Officer & Standard [4]\nIron Fang Uhlans (max) [20]\n"
"Pierre-Arnauld de Sèze","France Asterix","Khador","1"," Winter Guard Kommand","Vladimir 1","Khador Army - 75 / 75 points\n[Theme] Winter Guard Kommand\n\n(Vladimir 1) Vladimir Tzepesci, The Dark Prince [+28]\n - Juggernaut [12]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\nKovnik Jozef Grigorovich [4]\nWinter Guard Field Gun Crew [0(4)]\nWinter Guard Infantry (min) [6]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Gun Carriage [17]\n"
"Tom Escoffier","France Asterix","Circle Orboros","1"," The Wild Hunt","Wurmwood 1","Circle Army - 74 / 75 points\n[Theme] The Wild Hunt\n\n(Wurmwood 1) Wurmwood, Tree of Fate [+27]\n - Feral Warpwolf [18]\n - Pureblood Warpwolf [17]\n - Woldwyrd [9]\n - Woldwyrd [9]\n - Woldwyrd [9]\nGallows Grove [2]\nWar Wolf [2]\nWar Wolf [2]\nReeves of Orboros (max) [16]\n - Reeve of Orboros Chieftain & Standard [0(4)]\nShifting Stones [3]\nShifting Stones [3]\nWolves of Orboros (min) [7]\n - Wolves of Orboros Chieftain & Standard [4]\n"
"Tom Escoffier","France Asterix","Circle Orboros","1"," The Devourer's Host","Una 2","Circle Army - 75 / 75 points\n[Theme] The Devourer's Host\n\n(Una 2) Una the Skyhunter [+29]\n - Gorax Rager [7]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\nBloodweaver Night Witch [4]\nBloodweaver Night Witch [4]\nTharn Ravager Shaman [0(5)]\nDeath Wolves [9]\nTharn Ravagers (min) [11]\n - Tharn Ravager Chieftain [0(5)]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [5]\n"
"Julien Rieant","France Asterix","Retribution of Scyrah","1"," Forges of War","Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Chimera [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Imperatus [22]\n - Manticore [14]\n - Manticore [14]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nHouse Shyeel Artificer [0(5)]\nHouse Shyeel Arcanists [7]\n - Soulless Escort (1) [1]\n"
"Julien Rieant","France Asterix","Retribution of Scyrah","1"," Shadows of the Retribution","Issyria 1","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n(Issyria 1) Issyria, Sibyl of Dawn [+29]\n - Chimera [8]\n - Chimera [8]\n - Hyperion [36]\nArcanist Mechanik [2]\nEiryss, Mage Hunter of Ios [0(7)]\nMage Hunter Assassin [4]\nMage Hunter Assassin [4]\nNarn, Mage Hunter of Ios [0(6)]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\n - Soulless Escort (1) [1]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\n - Soulless Escort (1) [1]\n"
"Jean-Loup Genin","France Asterix","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Firefly [8]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Cyclone [13]\nStorm Strider [18]\n"
"Jean-Loup Genin","France Asterix","Cygnar","1"," Heavy Metal","Stryker 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Stryker 1) Commander Coleman Stryker [+30]\n - Firefly [8]\n - Hurricane [39]\n - Stormwall [39]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Sentinel [8]\nLieutenant Allison Jakes [0(4)]\n - Firefly [8]\nField Mechaniks (min) [3]\n"
"Antoine Granet","France Asterix","Grymkin","1"," Dark Menagerie","Dreamer 1","Grymkin Army - 75 / 75 points\n[Theme] Dark Menagerie\n\n(Dreamer 1) The Dreamer [+28]\n - Cage Rager [14]\n - Cage Rager [14]\n - Cage Rager [14]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nLady Karianna Rose [4]\nDeath Knell [13]\n"
"Antoine Granet","France Asterix","Grymkin","1"," Dark Menagerie","Child 1","Grymkin Army - 74 / 75 points\n[Theme] Dark Menagerie\n\n(Child 1) The Child [+29]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Crabbit [0(n/a)]\n - Gorehound [6]\n - Gorehound [6]\n - Rattler [8]\n - Skin & Moans [15]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nLady Karianna Rose [4]\nDread Rots (min) [7]\nDeath Knell [13]\n"
"Sylvain Ruchot","France Falbala","Mercenaries","1"," Operating Theater","Thexus 1","Mercenary Army - 75 / 75 points\n[Theme] Operating Theater\n\n(Thexus 1) Exulon Thexus [+29]\n - Subduer [11]\n - Subduer [11]\n - Warden [10]\nCephalyx Agitator [3]\nCephalyx Agitator [3]\nAlexia Ciannor & the Risen [10]\n - Cephalyx Dominator [1]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Slaver & Drudges (max) [12]\nCephalyx Mind Slaver & Drudges (max) [12]\nCephalyx Overlords [0(8)]\nCephalyx Overlords [0(8)]\nLady Aiyana & Master Holt [8]\n - Cephalyx Dominator [1]\n"
"Sylvain Ruchot","France Falbala","Mercenaries","1"," Hammer Strike","Ossrum 1","Mercenary Army - 75 / 75 points\n[Theme] Hammer Strike\n\n(Ossrum 1) General Ossrum [+28]\n - Grundback Blaster [6]\n - Grundback Blaster [6]\n - Grundback Blaster [6]\n - Grundback Blaster [6]\n - Grundback Blaster [6]\nOgrun Bokur [0(5)]\nOgrun Bokur [5]\nHorgenhold Artillery Corps [0(6)]\nHorgenhold Artillery Corps [0(6)]\nHorgenhold Forge Guard (max) [16]\nHorgenhold Forge Guard (max) [16]\nHammerfall Siege Crawler [18]\nHammerfall Siege Crawler [18]\n"
"Victor Pons","France Falbala","Grymkin","1"," Dark Menagerie","Dreamer 1","Grymkin Army - 75 / 75 points\n[Theme] Dark Menagerie\n\n(Dreamer 1) The Dreamer [+28]\n - Cage Rager [14]\n - Cage Rager [14]\n - Cage Rager [14]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nLady Karianna Rose [4]\nDeath Knell [13]\n"
"Victor Pons","France Falbala","Grymkin","1"," Dark Menagerie","Child 1","Grymkin Army - 74 / 75 points\n[Theme] Dark Menagerie\n\n(Child 1) The Child [+29]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Crabbit [0(n/a)]\n - Gorehound [6]\n - Gorehound [6]\n - Rattler [8]\n - Skin & Moans [15]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nLady Karianna Rose [4]\nDread Rots (min) [7]\nDeath Knell [13]\n"
"Vincent Radix","France Falbala","Cryx","1"," Infernal Machines","Skarre 1","Cryx Army - 75 / 75 points\n[Theme] Infernal Machines\n\n(Skarre 1) Pirate Queen Skarre [+28]\n - Stalker [8]\n - Stalker [8]\n - Stalker [8]\n - Stalker [8]\n - Stalker [8]\n - Stalker [8]\n - Stalker [8]\n - Skarlock Thrall [4]\nAiakos, Scourge of the Meredius [4]\n - Stalker [8]\n - Stalker [8]\nMachine Wraith [2]\nMachine Wraith [2]\nMachine Wraith [2]\nScrap Thrall [2]\nWarwitch Siren [0(4)]\nMechanithralls (min) [6]\n - Brute Thrall (3) [6]\n - Skarlock Commander [3]\n"
"Vincent Radix","France Falbala","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Deathripper [6]\n - Nightmare [18]\n - Nightwretch [7]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nMachine Wraith [2]\nMachine Wraith [2]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\n"
"Florian Mansuy","France Falbala","Cygnar","1"," Heavy Metal","Stryker 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Stryker 1) Commander Coleman Stryker [+30]\n - Hurricane [39]\n - Stormwall [39]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Charger [9]\n - Charger [9]\n"
"Florian Mansuy","France Falbala","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Charger [9]\n - Stormclad [18]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Hammersmith [12]\n"
"Nicolas Labrande","France Falbala","Convergence of Cyriss","1"," Destruction Initiative","Directrix 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Directrix 1) Iron Mother Directrix [+27]\n - Assimilator [16]\n - Assimilator [16]\n - Assimilator [16]\n - Corollary [6]\n - Diffuser [6]\n - Prime Axiom [38]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nOptifex Directive [4]\n"
"Nicolas Labrande","France Falbala","Convergence of Cyriss","1"," Destruction Initiative","Axis 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Axis 1) Axis, the Harmonic Enforcer [+30]\n - Conservator [12]\n - Corollary [6]\n - Galvanizer [5]\n - Galvanizer [5]\n - Galvanizer [5]\n - Inverter [15]\n - Inverter [15]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nReflex Servitors [0(4)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n"
"Robin Maukisch","Germany Loreley","Cygnar","1"," Heavy Metal","Brisbane 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n!!! Your army contains a pre-release entry.\n\n(Brisbane 1) Major Markus ""Siege"" Brisbane [+28]\n - Charger [9]\n - Stormwall [39]\n - Triumph [18]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nLieutenant Allison Jakes [0(4)]\n - Firefly [8]\nField Mechaniks (min) [3]\nStorm Strider [18]\n"
"Robin Maukisch","Germany Loreley","Cygnar","0",,"Haley 3","Cygnar Army - 75 / 75 points\n\n!!! Your army contains pre-release entries.\n\n(Haley 3) Major Prime Victoria Haley [+25]\n - Ironclad [12]\n - Thorn [13]\n - Squire [5]\nAnastasia di Bray [3]\nGorman di Wulfe, Rogue Alchemist [4]\nJourneyman Warcaster [4]\n - Charger [9]\nRagman [4]\nTrench Buster [5]\nTrench Buster [5]\nStormblade Infantry [10]\n - Stormblade Infantry Officer & Standard [5]\n - Stormblade Infantry Storm Gunner (3) [6]\nTrencher Infantry (min) [10]\n - Trencher Infantry Officer & Sniper [5]\n"
"Benjamin Beckmann","Germany Loreley","Retribution of Scyrah","1"," Forges of War","Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Imperatus [22]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [2]\nHouse Shyeel Arcanists [7]\nHouse Shyeel Arcanists [7]\n"
"Benjamin Beckmann","Germany Loreley","Retribution of Scyrah","1"," Shadows of the Retribution","Issyria 1","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n(Issyria 1) Issyria, Sibyl of Dawn [+29]\n - Hemera [16]\n - Phoenix [18]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nMage Hunter Assassin [0(4)]\nMage Hunter Assassin [0(4)]\nNarn, Mage Hunter of Ios [0(6)]\nMage Hunter Infiltrators (max) [13]\n - Soulless Escort (1) [1]\nMage Hunter Strike Force (max) [16]\n - Eiryss, Mage Hunter Commander [6]\n - Soulless Escort (1) [1]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\nSpears of Scyrah [9]\n"
"Sascha Maisel","Germany Loreley","Cryx","1"," The Ghost Fleet","Coven 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Coven 1) The Witch Coven of Garlghast [+26]\n - Deathripper [6]\n - Deathripper [6]\n - Stalker [8]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nWraith Engine [15]\n"
"Sascha Maisel","Germany Loreley","Cryx","1"," Dark Host","Goreshade 3","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Goreshade 3) Goreshade, Lord of Ruin [+27]\n - Kraken [36]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nMachine Wraith [0(2)]\nNecrotech [2]\nBane Riders (max) [20]\nBane Riders (max) [20]\nWraith Engine [15]\n"
"Dominik de Cassan","Germany Loreley","Skorne","1"," Imperial Warhost","Xerxis 2","Skorne Army - 74 / 75 points\n[Theme] Imperial Warhost\n\n(Xerxis 2) Xerxis, Fury of Halaak [+28]\n - Agonizer [0(6)]\n - Archidon [10]\n - Archidon [10]\n - Archidon [10]\n - Archidon [10]\n - Archidon [10]\n - Archidon [10]\n - Archidon [10]\n - Basilisk Krea [0(7)]\n - Basilisk Krea [0(7)]\n - Tiberion [22]\nPaingiver Beast Handlers (min) [5]\nPaingiver Beast Handlers (min) [5]\n"
"Dominik de Cassan","Germany Loreley","Skorne","1"," Winds of Death","Rasheth 1","Skorne Army - 75 / 75 points\n[Theme] Winds of Death\n\n(Rasheth 1) Dominar Rasheth [+28]\n - Basilisk Krea [7]\n - Cyclops Raider [9]\n - Cyclops Shaman [8]\n - Cyclops Shaman [8]\nExtoller Soulward [0(3)]\nExtoller Soulward [3]\nMortitheurge Willbreaker [0(4)]\nVenator Dakar [0(4)]\nPaingiver Beast Handlers (max) [7]\nVenator Reivers (max) [15]\n - Venator Reiver Officer & Standard [4]\nVenator Slingers (min) [8]\nSiege Animantarax [17]\nSiege Animantarax [17]\n"
